Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,Result_1,Result_2,Time Format,Referee,Method Details,Sig. Str._1,Sig. Str._2,Sig. Str. %_1,Sig. Str. %_2,Sub. Att_1,Sub. Att_2,Rev._1,Rev._2,Ctrl_1,Ctrl_2,Head_%_1,Head_%_2,Body_%_1,Body_%_2,Leg_%_1,Leg_%_2,Distance_%_1,Distance_%_2,Clinch_%_1,Clinch_%_2,Ground_%_1,Ground_%_2,Total Str._%_1,Total Str._%_2
Brendan Allen,Marvin Vettori,0,0,111,109,3,0,0,0,Middleweight,U-DEC,3,5:00,b8e2f10efb6eca85,L,W,3 Rnd (5-5-5),Bassel Mahgoub,Todd Maxwell27 - 30.Junichiro Kamijo27 - 30.Derek Cleary28 - 29.,109 of 253,111 of 224,0.43,0.49,0,0,1,0,77,87,0.41,0.44,0.71,0.78,0.86,1.0,0.41,0.48,0.8,1.0,0.75,0.7,0.44,0.51
Nikolay Veretennikov,Francisco Prado,0,0,56,47,2,3,0,1,Welterweight,S-DEC,3,5:00,b8e2f10efb6eca85,L,W,3 Rnd (5-5-5),Jason Herzog,Sal D'amato28 - 29.Todd Singletary29 - 28.Chris Lee28 - 29.,47 of 77,56 of 105,0.61,0.53,1,0,0,1,409,153,0.59,0.41,0.45,0.88,1.0,1.0,0.55,0.45,1.0,0.88,0.8,0.54,0.68,0.63
Ateba Gautier,Robert Valentin,1,0,19,2,0,0,0,0,Middleweight,KO/TKO Punch,1,1:10,b8e2f10efb6eca85,W,L,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,19 of 37,2 of 5,0.51,0.4,0,0,0,0,1,0,0.47,0.33,1.0,0.0,0,1.0,0.48,0.4,1.0,0,0.67,0,0.51,0.4
Islam Dulatov,Adam Fugitt,1,0,21,14,0,0,0,0,Welterweight,KO/TKO Punch,1,4:06,b8e2f10efb6eca85,L,W,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance,14 of 27,21 of 41,0.51,0.51,0,0,0,0,59,2,0.31,0.46,0.5,1.0,1.0,1.0,0.57,0.46,0.25,0.67,0,1.0,0.55,0.52
Jimmy Crute,Marcin Prachnio,0,0,5,21,3,0,2,0,Light Heavyweight,SUB Armbar,1,4:42,b8e2f10efb6eca85,W,L,3 Rnd (5-5-5),Dan Miragliotta,Armbar From Side Control,5 of 18,21 of 36,0.27,0.58,2,0,0,0,138,8,0.28,0.33,0,0.9,0,1.0,0.24,0.46,0,1.0,1.0,1.0,0.41,0.69
Ryan Spann,Lukasz Brzeski,0,0,8,5,1,0,2,0,Heavyweight,SUB Guillotine Choke,1,2:47,b8e2f10efb6eca85,W,L,3 Rnd (5-5-5),Chris Hill,Guillotine Choke Standing,8 of 19,5 of 8,0.42,0.62,2,0,0,0,134,0,0.42,0.25,0,0,0,1.0,0.2,0.62,0,0,0.67,0,0.42,0.82
Brunno Ferreira,Jackson McVey,0,0,7,4,1,0,1,0,Middleweight,SUB Armbar,1,3:35,b8e2f10efb6eca85,W,L,3 Rnd (5-5-5),Kerry Hatley,Armbar From Mount,7 of 9,4 of 15,0.77,0.26,1,0,0,0,67,8,0.8,0.23,0.5,0.5,1.0,0,0.75,0.27,0,0,1.0,0,0.82,0.27
Carli Judice,Nicolle Caliari,1,0,109,32,0,1,0,0,Women's Flyweight,KO/TKO Knee,3,1:30,b8e2f10efb6eca85,W,L,3 Rnd (5-5-5),Bassel Mahgoub,Knee to Body At Distance,109 of 225,32 of 101,0.48,0.31,0,0,0,0,78,60,0.44,0.31,0.75,0.25,0,0.75,0.46,0.31,0.83,0.67,1.0,0,0.5,0.34
Derrick Lewis,Tallison Teixeira,1,0,9,3,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:35,7b03d9df5910917d,W,L,5 Rnd (5-5-5-5-5),Jason Herzog,Punches to Head On Ground,9 of 17,3 of 5,0.52,0.6,0,0,0,0,12,0,0.5,0.6,1.0,0,0,0,0.33,0.6,0.5,0,0.67,0,0.48,0.6
Gabriel Bonfim,Stephen Thompson,0,0,40,42,5,0,0,0,Welterweight,S-DEC,3,5:00,7b03d9df5910917d,L,W,3 Rnd (5-5-5),Blake Grice,Mike Bell28 - 29.Rick Winter29 - 28.Dave Tirelli28 - 29.,42 of 92,40 of 72,0.45,0.55,0,0,1,0,28,329,0.34,0.33,0.7,0.83,0.64,0.77,0.45,0.52,0.6,0.86,0.5,0,0.58,0.59
Steve Garcia,Calvin Kattar,1,0,85,26,0,0,0,0,Featherweight,U-DEC,3,5:00,7b03d9df5910917d,L,W,3 Rnd (5-5-5),Jason Herzog,Sal D'amato27 - 30.Anthony Maness27 - 30.Dave Tirelli27 - 30.,26 of 123,85 of 250,0.21,0.34,0,0,0,0,21,3,0.18,0.25,0.6,0.79,1.0,0.77,0.21,0.34,0,0,0,0.0,0.21,0.34
Morgan Charriere,Nate Landwehr,1,0,67,63,2,0,0,0,Featherweight,KO/TKO Punch,3,0:27,7b03d9df5910917d,L,W,3 Rnd (5-5-5),Blake Grice,Punch to Head At Distance,63 of 155,67 of 131,0.4,0.51,0,0,0,0,22,63,0.38,0.41,0.78,0.86,0.5,0.82,0.41,0.52,0.0,0.67,0,0.25,0.41,0.51
Vitor Petrino,Austen Lane,0,0,3,3,1,0,2,0,Heavyweight,SUB Rear Naked Choke,1,4:16,7b03d9df5910917d,W,L,3 Rnd (5-5-5),Jimmy Neely,Rear Naked Choke,3 of 6,3 of 4,0.5,0.75,2,0,0,0,183,0,0.5,0,0,0.5,0.5,1.0,0.5,0.75,0,0,0.5,0,0.77,0.75
Tuco Tokkos,Junior Tafa,0,0,11,24,5,0,1,0,Light Heavyweight,SUB Arm Triangle,2,4:25,7b03d9df5910917d,L,W,3 Rnd (5-5-5),Eric McMahon,Arm Triangle From Side Control,24 of 38,11 of 22,0.63,0.5,0,1,1,0,27,471,0.6,0.41,1.0,0.0,0,1.0,0.43,0.44,1.0,0,0.57,0.54,0.64,0.54
Chris Curtis,Max Griffin,0,0,64,59,0,0,0,0,Welterweight,S-DEC,3,5:00,7b03d9df5910917d,L,W,3 Rnd (5-5-5),Justin Brown,Anthony Maness29 - 28.Mike Bell28 - 29.Derek Cleary28 - 29.,59 of 178,64 of 155,0.33,0.41,0,0,0,0,63,14,0.26,0.33,0.67,0.86,0.7,1.0,0.33,0.41,0.33,0.5,0,0,0.34,0.44
Jake Matthews,Chidi Njokuani,0,0,3,5,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,1:09,7b03d9df5910917d,W,L,3 Rnd (5-5-5),Jimmy Neely,Rear Naked Choke,3 of 7,5 of 10,0.42,0.5,1,0,0,0,29,0,0.43,0.0,0,0.5,0,1.0,0.4,0.5,0.5,0.5,0,0,0.56,0.5
Eduarda Moura,Lauren Murphy,0,0,64,38,2,2,0,2,Women's Flyweight,U-DEC,3,5:00,7b03d9df5910917d,L,W,3 Rnd (5-5-5),Blake Grice,Derek Cleary28 - 29.Kerri Rowland28 - 29.Rick Winter28 - 29.,38 of 145,64 of 235,0.26,0.27,2,0,0,0,63,182,0.26,0.24,0,0.5,0.0,0.92,0.24,0.27,0.8,0,0,0.0,0.37,0.3
Valter Walker,Kennedy Nzechukwu,0,0,4,0,1,0,1,0,Heavyweight,SUB Heel Hook,1,0:54,7b03d9df5910917d,L,W,3 Rnd (5-5-5),Eric McMahon,Heel Hook After Drop to Ground,0 of 0,4 of 11,,0.36,0,1,0,0,3,28,0,0.36,0,0,0,0,0,0.25,0,0.43,0,0,0,0.36
Mike Davis,Mitch Ramirez,1,0,47,51,1,0,2,0,Lightweight,KO/TKO Punches,2,4:08,7b03d9df5910917d,L,W,3 Rnd (5-5-5),Justin Brown,Punches to Head At Distance,51 of 111,47 of 77,0.45,0.61,0,2,0,0,5,262,0.32,0.55,0.8,0.75,1.0,0.75,0.44,0.59,0.83,0,0,1.0,0.48,0.62
Fatima Kline,Melissa Martinez,1,0,92,44,0,0,0,0,Women's Strawweight,KO/TKO Kick,3,2:36,7b03d9df5910917d,W,L,3 Rnd (5-5-5),Jimmy Neely,Kick to Head At Distance,92 of 181,44 of 119,0.5,0.36,0,0,0,0,40,32,0.43,0.26,0.74,0.83,0.64,0.5,0.47,0.37,0.86,0.0,0.71,0,0.51,0.4
Ilia Topuria,Charles Oliveira,1,0,21,9,0,0,0,0,Lightweight,KO/TKO Punch,1,2:27,66766984842c13dc,W,L,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance,21 of 29,9 of 16,0.72,0.56,0,0,0,0,61,21,0.74,0.38,1.0,0.5,0.33,1.0,0.75,0.57,0,0.5,0.6,0,0.75,0.56
Alexandre Pantoja,Kai Kara-France,0,0,42,38,3,0,2,0,Flyweight,SUB Rear Naked Choke,3,1:55,66766984842c13dc,W,L,5 Rnd (5-5-5-5-5),Herb Dean,Rear Naked Choke,42 of 76,38 of 67,0.55,0.56,2,0,0,0,440,10,0.46,0.49,1.0,0.8,0.8,1.0,0.54,0.55,0,1.0,1.0,1.0,0.65,0.66
Joshua Van,Brandon Royval,1,0,204,215,0,0,0,0,Flyweight,U-DEC,3,5:00,66766984842c13dc,L,W,3 Rnd (5-5-5),Jason Herzog,Mike Bell28 - 29.Ron McCarthy28 - 29.Clemens Werner27 - 30.,215 of 467,204 of 305,0.46,0.66,0,0,0,0,0,9,0.42,0.59,0.81,0.86,0.78,0.97,0.45,0.67,0.62,0.74,0,0.38,0.46,0.67
Beneil Dariush,Renato Moicano,0,1,56,31,5,0,0,0,Lightweight,U-DEC,3,5:00,66766984842c13dc,W,L,3 Rnd (5-5-5),Mark Smith,Mike Bell28 - 29.Junichiro Kamijo28 - 29.David Lethaby28 - 29.,56 of 107,31 of 61,0.52,0.5,0,0,0,1,353,80,0.41,0.48,0.67,0.67,0.84,0.67,0.49,0.46,0.8,0.8,0.71,1.0,0.59,0.55
Payton Talbott,Felipe Lima,0,0,59,26,0,3,0,0,Bantamweight,U-DEC,3,5:00,66766984842c13dc,W,L,3 Rnd (5-5-5),Chris Tognoni,Ben Cartlidge28 - 29.Chris Lee28 - 29.Ron McCarthy28 - 29.,59 of 118,26 of 58,0.5,0.44,0,0,1,0,289,203,0.47,0.35,0.71,1.0,0.75,0.75,0.4,0.4,1.0,0.75,0.87,1.0,0.59,0.53
Gregory Rodrigues,Jack Hermansson,1,0,18,30,0,0,0,0,Middleweight,KO/TKO Punch,1,4:21,66766984842c13dc,L,W,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,30 of 55,18 of 63,0.54,0.28,0,0,0,0,0,3,0.49,0.2,1.0,0.75,1.0,1.0,0.56,0.29,0.0,0,0,0,0.55,0.29
Jose Delgado,Hyder Amil,1,0,9,3,0,0,0,0,Featherweight,KO/TKO Knee,1,0:26,66766984842c13dc,L,W,3 Rnd (5-5-5),Marc Goddard,Knee to Head In Clinch,3 of 5,9 of 11,0.6,0.81,0,0,0,0,0,2,0.0,0.78,0,1.0,1.0,0,0.6,0.8,0,0.67,0,1.0,0.6,0.82
Tracy Cortez,Viviane Araujo,0,0,65,22,3,0,1,0,Women's Flyweight,U-DEC,3,5:00,66766984842c13dc,L,W,3 Rnd (5-5-5),Jason Herzog,Mike Bell27 - 30.Sal D'amato27 - 30.Ron McCarthy27 - 30.,22 of 51,65 of 103,0.43,0.63,0,1,1,1,103,497,0.36,0.65,1.0,0.57,1.0,0.57,0.4,0.45,1.0,0.4,0,0.87,0.57,0.71
Terrance McKinney,Viacheslav Borshchev,0,0,1,2,1,0,2,0,Lightweight,SUB Guillotine Choke,1,0:55,66766984842c13dc,W,L,3 Rnd (5-5-5),Chris Tognoni,Guillotine Choke From Mount,1 of 2,2 of 2,0.5,1.0,2,0,0,0,47,0,0.5,0,0,1.0,0,1.0,0,1.0,0,0,0.5,0,0.5,1.0
Jacobe Smith,Niko Price,0,0,46,34,2,0,1,0,Welterweight,SUB Rear Naked Choke,2,4:03,66766984842c13dc,L,W,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,34 of 61,46 of 74,0.55,0.62,0,1,0,0,0,341,0.44,0.59,0.57,0.8,1.0,1.0,0.55,0.54,0.75,1.0,0.5,0.71,0.61,0.72
Jhonata Diniz,Alvin Hines,0,0,112,82,0,1,0,0,Heavyweight,U-DEC,3,5:00,66766984842c13dc,W,L,3 Rnd (5-5-5),Herb Dean,Chris Lee28 - 29.Tony Weeks28 - 29.Clemens Werner28 - 29.,112 of 182,82 of 259,0.61,0.31,0,0,0,0,0,5,0.59,0.25,0.43,0.72,1.0,0.83,0.62,0.31,0.33,0.67,0,0,0.62,0.32
Khalil Rountree Jr.,Jamahal Hill,1,0,102,69,0,0,0,0,Light Heavyweight,U-DEC,5,5:00,400c7b43c86d27d3,L,W,5 Rnd (5-5-5-5-5),Herb Dean,Ben Cartlidge46 - 49.David Lethaby45 - 50.Clemens Werner45 - 50.,69 of 172,102 of 181,0.4,0.56,0,0,0,0,0,0,0.33,0.33,0.58,0.78,0.83,0.83,0.4,0.56,0.0,0,1.0,0,0.4,0.56
Rafael Fiziev,Ignacio Bahamondes,0,0,62,50,4,0,0,0,Lightweight,U-DEC,3,5:00,400c7b43c86d27d3,W,L,3 Rnd (5-5-5),Marc Goddard,Eric Colon27 - 30.Vito Paolillo27 - 30.27 - 30.,62 of 113,50 of 147,0.54,0.34,0,0,0,0,103,73,0.43,0.21,0.74,0.76,0.86,0.64,0.54,0.34,0.71,0.38,0.5,0,0.62,0.38
Curtis Blaydes,Rizvan Kuniev,0,0,56,45,2,0,0,0,Heavyweight,S-DEC,3,5:00,400c7b43c86d27d3,W,L,3 Rnd (5-5-5),Herb Dean,Eric Colon28 - 29.Ben Cartlidge29 - 28.Darryl Ransom28 - 29.,56 of 95,45 of 108,0.58,0.41,0,0,0,0,321,26,0.48,0.38,0.75,0.8,0.95,1.0,0.54,0.38,0.92,0.67,0,0,0.71,0.46
Myktybek Orolbai,Tofiq Musayev,0,0,2,2,3,0,1,0,Catch Weight,SUB Kimura,1,4:35,400c7b43c86d27d3,L,W,3 Rnd (5-5-5),Rich Mitchell,Kimura From Side Control,2 of 6,2 of 7,0.33,0.28,0,1,0,0,12,220,0.0,0.29,1.0,0,0,0,0.33,0.25,0,0,0,0.33,0.74,0.6
Nazim Sadykhov,Nikolas Motta,1,1,93,66,0,0,0,0,Lightweight,KO/TKO Punches,2,4:17,400c7b43c86d27d3,W,L,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head At Distance,93 of 150,66 of 157,0.62,0.42,0,0,0,0,89,16,0.53,0.34,0.93,1.0,0.89,0.8,0.53,0.4,0.87,0.55,0.67,0,0.63,0.45
Muhammad Naimov,Bogdan Grad,0,0,18,31,1,3,1,0,Featherweight,U-DEC,3,5:00,400c7b43c86d27d3,W,L,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge28 - 29.David Lethaby28 - 29.28 - 29.,18 of 54,31 of 64,0.33,0.48,1,0,0,0,173,309,0.24,0.23,1.0,0.74,0.67,0.67,0.32,0.39,0.5,0.72,0,0,0.59,0.56
Seokhyeon Ko,Oban Elliott,0,0,33,10,6,0,1,0,Welterweight,U-DEC,3,5:00,400c7b43c86d27d3,W,L,3 Rnd (5-5-5),Herb Dean,Eric Colon27 - 30.Darryl Ransom27 - 30.Clemens Werner27 - 30.,33 of 61,10 of 31,0.54,0.32,1,0,0,0,615,104,0.49,0.1,0.83,0.75,0.75,0.67,0.44,0.3,0.5,1.0,0.7,0,0.63,0.47
JunYong Park,Ismail Naurdiev,0,0,45,76,2,1,1,0,Middleweight,U-DEC,3,5:00,400c7b43c86d27d3,L,W,3 Rnd (5-5-5),Lukasz Bosacki,Vito Paolillo26 - 29.Clemens Werner26 - 29.Ben Cartlidge25 - 29.,76 of 153,45 of 109,0.49,0.41,0,1,0,0,85,399,0.42,0.4,0.64,0.57,0.7,0,0.51,0.4,0.47,0.4,0.25,1.0,0.51,0.49
Daria Zhelezniakova,Melissa Mullins,0,0,99,64,0,3,0,0,Women's Bantamweight,U-DEC,3,5:00,400c7b43c86d27d3,W,L,3 Rnd (5-5-5),Rich Mitchell,Darryl Ransom28 - 29.Eric Colon27 - 30.David Lethaby27 - 30.,99 of 223,64 of 148,0.44,0.43,0,0,0,0,0,175,0.39,0.35,0.63,0.86,0,0.9,0.45,0.42,0.33,1.0,0,0.0,0.45,0.47
Klaudia Sygula,Irina Alekseeva,0,0,101,63,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00,400c7b43c86d27d3,L,W,3 Rnd (5-5-5),Lukasz Bosacki,Ben Cartlidge27 - 30.Eric Colon27 - 30.Darryl Ransom27 - 30.,63 of 178,101 of 181,0.35,0.55,0,0,0,0,103,135,0.29,0.47,0.52,0.7,0.46,0.94,0.34,0.54,0.62,0.83,0,0.75,0.37,0.63
Tagir Ulanbekov,Azat Maksum,0,0,68,62,0,3,1,0,Flyweight,U-DEC,3,5:00,400c7b43c86d27d3,W,L,3 Rnd (5-5-5),Rich Mitchell,Eric Colon28 - 29.Vito Paolillo27 - 30.Darryl Ransom27 - 30.,68 of 118,62 of 159,0.57,0.38,1,0,0,0,222,56,0.54,0.31,0.92,0.67,0.5,1.0,0.54,0.34,0.85,0.65,0,0,0.58,0.43
Mohammed Usman,Hamdy Abdelwahab,0,0,86,55,0,0,0,0,Heavyweight,U-DEC,3,5:00,400c7b43c86d27d3,L,W,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge28 - 29.David Lethaby28 - 29.Vito Paolillo28 - 29.,55 of 123,86 of 179,0.44,0.48,0,0,0,0,2,0,0.35,0.36,0.77,0.76,0.85,0.5,0.45,0.48,0,0,0,0,0.44,0.48
Kamaru Usman,Joaquin Buckley,0,0,41,44,4,0,0,0,Welterweight,U-DEC,5,5:00,de277a4abcfeea46,W,L,5 Rnd (5-5-5-5-5),Mike Beltran,Sal D'amato46 - 49.Derek Cleary46 - 49.Mike Bell47 - 48.,41 of 99,44 of 148,0.41,0.29,0,0,0,0,777,0,0.37,0.22,0.8,0.8,0,1.0,0.32,0.28,0.5,0.75,0.65,0,0.56,0.33
Rose Namajunas,Miranda Maverick,1,0,25,25,2,0,0,1,Women's Flyweight,U-DEC,3,5:00,de277a4abcfeea46,W,L,3 Rnd (5-5-5),Blake Grice,Jon Marigliano27 - 30.Derek Cleary27 - 30.Ron McCarthy28 - 29.,25 of 86,25 of 74,0.29,0.33,0,1,0,1,393,108,0.29,0.23,0.3,0.83,0.0,0.86,0.28,0.34,1.0,0.0,0.5,0,0.39,0.48
Edmen Shahbazyan,Andre Petroski,1,0,53,34,0,2,0,0,Middleweight,U-DEC,3,5:00,de277a4abcfeea46,W,L,3 Rnd (5-5-5),Kevin MacDonald,Will Fisher27 - 30.Sal D'amato27 - 30.Nate Mann28 - 29.,53 of 136,34 of 84,0.38,0.4,0,0,0,0,15,23,0.36,0.29,0.48,0.76,0.5,0.4,0.39,0.4,0,0.5,0.43,0,0.41,0.4
Raoni Barcelos,Cody Garbrandt,0,0,37,28,1,0,0,0,Bantamweight,U-DEC,3,5:00,de277a4abcfeea46,L,W,3 Rnd (5-5-5),Mike Beltran,Ron McCarthy28 - 29.Mike Bell28 - 29.Nate Mann28 - 29.,28 of 94,37 of 85,0.29,0.43,0,0,1,0,46,146,0.27,0.41,0.43,0.0,1.0,0.86,0.26,0.43,0.86,0.44,0.0,0,0.41,0.46
Mansur Abdul-Malik,Cody Brundage,0,0,25,30,0,0,0,0,Middleweight,Overturned,3,0:36,de277a4abcfeea46,D,D,3 Rnd (5-5-5),Brent McKeehan,Technical Decision after Headbutt by Abdul-MalikWill Fisher18 - 20.Jon Marigliano19 - 19.Sal D'amato19 - 19.,25 of 73,30 of 67,0.34,0.44,0,0,0,0,7,1,0.31,0.37,0.23,0.25,1.0,1.0,0.3,0.44,0,1.0,0.54,0,0.34,0.45
Alonzo Menifield,Oumar Sy,0,0,29,34,0,1,0,0,Light Heavyweight,U-DEC,3,5:00,de277a4abcfeea46,W,L,3 Rnd (5-5-5),Blake Grice,Will Fisher28 - 29.Derek Cleary28 - 29.Ron McCarthy28 - 29.,29 of 86,34 of 96,0.33,0.35,0,0,0,0,0,253,0.24,0.23,0.75,0.6,0.86,0.75,0.34,0.35,0,0,0,0,0.37,0.37
Paul Craig,Rodolfo Bellato,0,0,17,10,0,1,0,0,Light Heavyweight,CNC,1,4:59,de277a4abcfeea46,NC,NC,3 Rnd (5-5-5),Kevin MacDonald,Illegal Upkick by Craig,17 of 27,10 of 20,0.62,0.5,0,0,0,0,34,55,0.44,0.18,0.91,1.0,0,0.86,0.61,0.53,0.67,0,1.0,0.33,0.77,0.59
Michael Chiesa,Court McGee,0,0,72,39,0,0,0,0,Welterweight,U-DEC,3,5:00,de277a4abcfeea46,W,L,3 Rnd (5-5-5),Mike Beltran,Derek Cleary27 - 30.Jon Marigliano27 - 30.Will Fisher28 - 29.,72 of 160,39 of 145,0.45,0.26,0,0,0,0,92,45,0.37,0.09,0.78,0.55,0,0.67,0.39,0.26,0.71,0.6,0,0,0.48,0.32
Malcolm Wellmaker,Kris Moutinho,1,0,25,6,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:37,de277a4abcfeea46,W,L,3 Rnd (5-5-5),Brent McKeehan,Punch to Head At Distance,25 of 39,6 of 27,0.64,0.22,0,0,0,0,8,0,0.48,0.13,0.9,0.5,0.83,1.0,0.61,0.23,1.0,0.0,0,0,0.64,0.25
Jose Ochoa,Cody Durden,1,0,30,9,0,2,0,0,Flyweight,KO/TKO Punch,2,0:11,de277a4abcfeea46,L,W,3 Rnd (5-5-5),Kevin MacDonald,Punch to Head At Distance,9 of 41,30 of 79,0.21,0.37,0,0,0,0,102,13,0.18,0.43,0.25,0.25,0.67,0.56,0.22,0.34,0.0,0.6,0.33,1.0,0.26,0.49
Ricky Simon,Cameron Smotherman,0,0,34,29,3,0,0,0,Bantamweight,U-DEC,3,5:00,de277a4abcfeea46,W,L,3 Rnd (5-5-5),Blake Grice,Will Fisher27 - 30.Jon Marigliano27 - 30.Derek Cleary28 - 29.,34 of 74,29 of 99,0.45,0.29,0,0,0,0,553,2,0.35,0.26,1.0,0.56,1.0,1.0,0.45,0.27,0.67,0.8,0.33,0,0.53,0.32
Phil Rowe,Ange Loosa,1,1,85,65,0,3,0,0,Welterweight,KO/TKO Punches,3,4:03,de277a4abcfeea46,W,L,3 Rnd (5-5-5),Brent McKeehan,Punches to Head In Clinch,85 of 166,65 of 106,0.51,0.61,0,0,0,0,10,373,0.49,0.46,0.75,0.81,0.6,0.95,0.49,0.56,0.74,0.83,0.0,0.8,0.55,0.72
Jamey-Lyn Horth,Vanessa Demopoulos,0,0,101,36,2,0,0,0,Women's Flyweight,U-DEC,3,5:00,de277a4abcfeea46,W,L,3 Rnd (5-5-5),Nate Mann,Will Fisher27 - 30.Jon Marigliano27 - 30.Derek Cleary27 - 30.,101 of 167,36 of 119,0.6,0.3,0,0,0,0,154,67,0.52,0.17,0.77,0.65,1.0,0.67,0.59,0.28,0.73,0.5,1.0,0,0.63,0.34
Merab Dvalishvili,Sean O'Malley,0,0,52,31,5,0,1,0,Bantamweight,SUB Guillotine Choke,3,4:42,18c49685296c60e6,W,L,5 Rnd (5-5-5-5-5),Jason Herzog,Guillotine Choke On Ground,52 of 115,31 of 57,0.45,0.54,1,0,0,0,389,0,0.36,0.4,0.93,0.79,0.67,0.67,0.34,0.54,0.8,1.0,0.79,0,0.66,0.58
Kayla Harrison,Julianna Pena,0,0,30,9,2,0,1,0,Women's Bantamweight,SUB Kimura,2,4:55,18c49685296c60e6,L,W,5 Rnd (5-5-5-5-5),Vitor Ribeiro,Kimura From Side Control,9 of 30,30 of 54,0.3,0.55,0,1,0,0,0,365,0.28,0.44,1.0,0.9,0,0.8,0.19,0.42,0,0.86,1.0,0.82,0.41,0.67
Joe Pyfer,Kelvin Gastelum,2,0,57,33,1,0,0,0,Middleweight,U-DEC,3,5:00,18c49685296c60e6,L,W,3 Rnd (5-5-5),Mike Beltran,Chris Lee28 - 29.Eric Colon27 - 29.Sal D'amato27 - 30.,33 of 99,57 of 114,0.33,0.5,0,0,0,0,27,31,0.19,0.44,0.65,0.86,0.69,1.0,0.33,0.49,1.0,1.0,0,0.43,0.34,0.5
Mario Bautista,Patchy Mix,0,0,173,122,0,0,0,0,Bantamweight,U-DEC,3,5:00,18c49685296c60e6,W,L,3 Rnd (5-5-5),Keith Peterson,Sal D'amato28 - 29.Adrian Castro27 - 30.Eric Colon27 - 30.,173 of 302,122 of 304,0.57,0.4,0,0,0,0,0,0,0.44,0.35,0.88,0.64,0.95,0.94,0.57,0.39,1.0,0.8,0,0,0.57,0.4
Kevin Holland,Vicente Luque,0,0,40,24,1,0,1,0,Welterweight,SUB Anaconda Choke,2,1:03,18c49685296c60e6,L,W,3 Rnd (5-5-5),Keith Peterson,Anaconda Choke On Ground,24 of 46,40 of 74,0.52,0.54,0,1,0,0,0,13,0.44,0.43,0.5,0.83,0.88,1.0,0.52,0.46,0,0.78,0,0,0.52,0.56
Joshua Van,Bruno Silva,3,0,125,76,0,1,0,0,Flyweight,KO/TKO Punches,3,4:01,18c49685296c60e6,L,W,3 Rnd (5-5-5),Vitor Ribeiro,Punches to Head On Ground,76 of 149,125 of 217,0.51,0.57,0,0,0,0,9,61,0.37,0.55,0.68,0.79,0.9,0.86,0.5,0.55,1.0,0.8,0,0.69,0.51,0.62
Azamat Murzakanov,Brendson Ribeiro,1,0,27,8,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,3:25,18c49685296c60e6,W,L,3 Rnd (5-5-5),Mike Beltran,Punches to Head On Ground,27 of 36,8 of 22,0.75,0.36,0,0,0,0,27,0,0.72,0.19,1.0,1.0,0,0.75,0.7,0.36,0,0,0.77,0,0.76,0.36
Waldo Cortes-Acosta,Serghei Spivac,0,0,110,48,0,2,0,0,Heavyweight,U-DEC,3,5:00,18c49685296c60e6,L,W,3 Rnd (5-5-5),Mike Beltran,Tony Tamburrino27 - 30.Jon Bilyk28 - 29.Maimunah Querido28 - 29.,48 of 119,110 of 235,0.4,0.46,0,0,0,0,145,0,0.36,0.39,0.8,0.8,1.0,0.95,0.39,0.47,0.75,0.5,0,0,0.43,0.47
Andreas Gustafsson,Khaos Williams,0,0,98,39,8,0,0,0,Welterweight,U-DEC,3,5:00,18c49685296c60e6,L,W,3 Rnd (5-5-5),Mike Beltran,Eric Colon27 - 30.Sal D'amato26 - 30.Chris Lee26 - 30.,39 of 74,98 of 128,0.52,0.76,0,0,0,0,137,574,0.46,0.71,0.91,0.91,0,1.0,0.46,0.54,0.76,0.91,0,0.9,0.71,0.82
Wang Cong,Ariane da Silva,1,0,143,63,0,0,0,0,Women's Flyweight,U-DEC,3,5:00,18c49685296c60e6,L,W,3 Rnd (5-5-5),Gasper Oliver,Jon Bilyk27 - 30.Maimunah Querido27 - 30.Tony Tamburrino27 - 30.,63 of 176,143 of 222,0.35,0.64,0,0,0,0,3,16,0.26,0.51,0.54,0.9,0.67,0.93,0.34,0.62,0.67,1.0,0,1.0,0.37,0.65
JooSang Yoo,Jeka Saragih,1,0,6,2,0,0,0,0,Featherweight,KO/TKO Punch,1,0:28,18c49685296c60e6,L,W,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,2 of 4,6 of 8,0.5,0.75,0,0,0,0,0,0,0.5,0.67,0,0,0,1.0,0.5,0.71,0,0,0,1.0,0.5,0.75
